mitnachtKAUBO-I,30549,10.0
avlawn,30549,10.0
Mike Mayer,30549,10.0
Mease19,30549,10.0
cfarrell,30549,10.0
katrinacarenne,30549,10.0
DSpangler,30549,10.0
gregd,30549,10.0
calbearfan,30549,10.0
odustin,30549,10.0
treece keenes,30549,10.0
davecort,30549,10.0
PopeBrain,30549,10.0
darrensacre,30549,10.0
shigeking,30549,10.0
ZeeGarcia,30549,10.0
Noogs,30549,10.0
tcamprubi,30549,10.0
xandryyte,30549,10.0
